Date,Open,High,Low,Close,Adj Close,Volume
2006-12-28,55.04999923706055,55.04999923706055,45.54999923706055,46.11249923706055,28.328136444091797,5724
2006-12-29,47.5,48.0,46.54999923706055,48.0,29.487682342529297,1100
2007-01-02,47.75,48.224998474121094,47.51250076293945,48.0,29.487682342529297,540
2007-01-03,47.25,47.25,47.25,47.25,29.026927947998047,300
2007-01-04,40.0,49.86249923706055,40.0,48.125,29.564470291137695,400
2007-01-05,47.974998474121094,47.974998474121094,47.974998474121094,47.974998474121094,29.472318649291992,100
2007-01-08,47.974998474121094,47.974998474121094,47.974998474121094,47.974998474121094,29.472318649291992,0
2007-01-09,54.662498474121094,54.662498474121094,45.025001525878906,48.0,29.487682342529297,3952
2007-01-10,49.45000076293945,52.23749923706055,47.375,47.48749923706055,29.17283058166504,1720
2007-01-11,46.76250076293945,49.099998474121094,46.76250076293945,46.79999923706055,28.7504825592041,2660
2007-01-12,45.79999923706055,49.20000076293945,45.79999923706055,46.75,28.719768524169922,2760
2007-01-15,46.26250076293945,46.375,46.26250076293945,46.375,28.489402770996094,800
2007-01-16,46.375,47.45000076293945,40.0,47.45000076293945,29.149797439575195,7200
2007-01-17,48.73749923706055,48.73749923706055,47.125,47.125,28.950136184692383,320
2007-01-18,48.6875,48.6875,47.474998474121094,48.45000076293945,29.764123916625977,880
2007-01-19,47.5,48.0,46.375,48.0,29.487682342529297,180
2007-01-22,45.0,45.0,41.04999923706055,44.375,27.2607421875,28000
2007-01-23,42.63750076293945,43.712501525878906,42.5,42.63750076293945,26.193347930908203,5064
2007-01-24,41.400001525878906,42.98749923706055,41.400001525878906,42.11249923706055,25.870834350585938,9200
2007-01-25,42.75,49.61249923706055,42.25,43.23749923706055,26.561952590942383,19600
2007-01-29,44.5,44.5,43.775001525878906,44.025001525878906,27.04572868347168,2600
2007-01-31,43.54999923706055,44.224998474121094,43.5,44.224998474121094,27.168594360351562,1324
2007-02-01,43.25,43.5625,43.25,43.5625,26.7616024017334,492
2007-02-02,43.75,46.875,43.287498474121094,43.8125,26.91518783569336,3520
2007-02-05,43.75,43.75,43.5,43.6875,26.838396072387695,1860
2007-02-06,43.25,45.5,40.0,42.92499923706055,26.369972229003906,4000
2007-02-07,41.849998474121094,43.5,41.849998474121094,43.025001525878906,26.431411743164062,2972
2007-02-08,42.5,43.25,42.48749923706055,43.25,26.569625854492188,2568
2007-02-09,42.087501525878906,43.25,42.0,42.0,25.801719665527344,3864
2007-02-12,41.25,41.25,41.25,41.25,25.34096908569336,80
2007-02-13,45.25,45.25,41.75,43.087501525878906,26.46980094909668,3080
2007-02-14,41.75,41.75,41.75,41.75,25.648141860961914,400
2007-02-15,42.25,43.224998474121094,42.25,43.20000076293945,26.538915634155273,552
2007-02-19,41.76250076293945,42.0,41.76250076293945,42.0,25.801719665527344,800
2007-02-20,42.0,42.0,42.0,42.0,25.801719665527344,0
2007-02-21,42.25,42.25,41.51250076293945,41.51250076293945,25.50223731994629,200
2007-02-22,42.0,42.0,40.6875,42.0,25.801719665527344,16
2007-02-23,40.01250076293945,43.75,40.01250076293945,42.45000076293945,26.078166961669922,1404
2007-02-26,43.61249923706055,43.61249923706055,40.087501525878906,40.25,24.72665023803711,320
2007-02-27,40.75,40.75,40.75,40.75,25.0338077545166,200
2007-02-28,39.875,48.23749923706055,38.75,40.63750076293945,24.964698791503906,2788
2007-03-01,39.75,40.875,39.63750076293945,40.775001525878906,25.04916763305664,1200
2007-03-02,39.76250076293945,39.79999923706055,39.75,39.775001525878906,24.434843063354492,2660
2007-03-05,39.76250076293945,42.48749923706055,37.625,37.625,23.11404037475586,3200
2007-03-06,38.0,41.75,37.5,37.5,23.037248611450195,4724
