Date,Open,High,Low,Close,Adj Close,Volume,weekly,60ma,extent_of_fall
2000-08-02,12.4975004196167,12.4975004196167,12.4975004196167,12.4975004196167,9.261577606201172,100,,,
2000-08-03,11.850000381469728,12.0,10.800000190734863,11.547499656677246,8.557557106018066,33020,,,
2000-08-04,11.649999618530272,11.649999618530272,10.899999618530272,11.199999809265137,8.300031661987305,25500,,,
2000-08-07,11.050000190734863,11.050000190734863,10.800000190734863,10.807499885559082,8.009159088134766,13320,11.199999809265137,,
2000-08-08,10.350000381469728,11.0,10.350000381469728,10.74250030517578,7.960992336273193,47520,11.199999809265137,,
2000-08-09,10.949999809265137,11.0,10.80500030517578,10.80500030517578,8.007308006286621,7000,11.199999809265137,,
2000-08-10,11.0,11.145000457763672,10.850000381469728,10.949999809265137,8.114765167236328,7900,11.199999809265137,,
2000-08-11,10.9975004196167,11.399999618530272,10.862500190734863,10.862500190734863,8.049921989440918,5700,11.199999809265137,,
2000-08-14,10.5,10.994999885559082,10.5,10.657500267028809,7.898001670837402,14800,10.862500190734863,,
2000-08-15,10.657500267028809,10.657500267028809,10.657500267028809,10.657500267028809,7.898001670837402,0,10.862500190734863,,
2000-08-16,11.050000190734863,11.050000190734863,10.71500015258789,11.0,8.151817321777344,14520,10.862500190734863,,
2000-08-17,10.657500267028809,10.797499656677246,10.65250015258789,10.72249984741211,7.946171283721924,3900,10.862500190734863,,
2000-08-18,10.524999618530272,10.899999618530272,10.524999618530272,10.75749969482422,7.972105503082275,5500,10.862500190734863,,
2000-08-21,10.774999618530272,11.0,10.699999809265137,10.699999809265137,7.929495811462402,9900,10.75749969482422,,
2000-08-22,10.800000190734863,10.800000190734863,10.5,10.5,7.781280994415283,19520,10.75749969482422,,
2000-08-23,10.550000190734863,11.0,10.550000190734863,10.925000190734863,8.096236228942871,7020,10.75749969482422,,
2000-08-24,11.149999618530272,11.149999618530272,10.649999618530272,10.71500015258789,7.940610885620117,11000,10.75749969482422,,
2000-08-25,10.949999809265137,10.949999809265137,10.649999618530272,10.779999732971191,7.988780975341797,10620,10.75749969482422,,
2000-08-28,10.899999618530272,10.9975004196167,10.649999618530272,10.807499885559082,8.009159088134766,16800,10.779999732971191,,
2000-08-29,10.802499771118164,10.850000381469728,10.600000381469728,10.667499542236328,7.9054131507873535,21440,10.779999732971191,,
2000-08-30,10.75,11.149999618530272,10.675000190734863,10.774999618530272,7.985073566436768,13520,10.779999732971191,,
2000-08-31,10.5,10.649999618530272,10.25,10.5024995803833,7.783132076263428,5200,10.779999732971191,,
2000-09-01,10.5024995803833,10.5024995803833,10.5024995803833,10.5024995803833,7.783132076263428,0,10.779999732971191,,
2000-09-04,10.5,10.699999809265137,10.449999809265137,10.649999618530272,7.892440319061279,22060,10.5024995803833,,
2000-09-05,10.052499771118164,10.899999618530272,10.050000190734863,10.212499618530272,7.568222522735596,48700,10.5024995803833,,
2000-09-06,10.225000381469728,10.897500038146973,10.199999809265137,10.25749969482422,7.601569175720215,158080,10.5024995803833,,
2000-09-07,11.077500343322754,11.077500343322754,10.050000190734863,10.192500114440918,7.553398609161377,148180,10.5024995803833,,
2000-09-08,10.25,10.25,10.162500381469728,10.244999885559082,7.592308044433594,40240,10.5024995803833,,
2000-09-11,10.100000381469728,10.297499656677246,10.050000190734863,10.130000114440918,7.507081985473633,40960,10.244999885559082,,
2000-09-12,10.199999809265137,10.25,9.949999809265137,10.047499656677246,7.445943355560303,132440,10.244999885559082,,
2000-09-13,10.350000381469728,10.350000381469728,10.109999656677246,10.145000457763672,7.5182013511657715,45040,10.244999885559082,,
2000-09-14,10.239999771118164,10.295000076293944,9.484999656677246,9.53499984741211,7.066145420074463,161440,10.244999885559082,,
2000-09-15,9.625,9.744999885559082,9.50749969482422,9.59749984741211,7.112459659576416,78620,10.244999885559082,,
2000-09-18,9.25,9.649999618530272,9.25,9.477499961853027,7.02353048324585,49820,9.59749984741211,,
2000-09-19,9.274999618530272,9.550000190734863,8.720000267028809,8.992500305175781,6.664113521575928,74780,9.59749984741211,,
2000-09-20,9.387499809265137,9.545000076293944,9.202500343322754,9.375,6.947573184967041,17700,9.59749984741211,,
2000-09-21,9.47249984741211,9.69499969482422,9.260000228881836,9.399999618530272,6.966100215911865,29000,9.59749984741211,,
2000-09-22,9.595000267028809,9.595000267028809,9.175000190734863,9.282500267028809,6.879021644592285,8880,9.59749984741211,,
2000-09-25,9.0,9.399999618530272,9.0,9.2475004196167,6.853084564208984,31680,9.282500267028809,,
2000-09-26,9.024999618530272,9.25,8.774999618530273,8.90999984741211,6.60297155380249,43840,9.282500267028809,,
2000-09-27,8.899999618530273,8.899999618530273,8.354999542236328,8.772500038146973,6.501072406768799,30300,9.282500267028809,,
2000-09-28,8.895000457763672,8.895000457763672,8.5,8.592499732971191,6.367681503295898,12220,9.282500267028809,,
2000-09-29,8.414999961853027,8.739999771118164,8.399999618530273,8.582500457763672,6.360268592834473,28540,9.282500267028809,,
2000-10-02,8.582500457763672,8.582500457763672,8.582500457763672,8.582500457763672,6.360268592834473,0,8.582500457763672,,
2000-10-03,8.25,8.550000190734863,8.25,8.324999809265137,6.1694440841674805,31280,8.582500457763672,,
2000-10-04,8.300000190734863,8.5,8.199999809265137,8.207500457763672,6.082368850708008,118020,8.582500457763672,,
2000-10-05,8.399999618530273,8.399999618530273,7.414999961853027,7.527500152587891,5.578437328338623,265280,8.582500457763672,,
2000-10-06,7.304999828338623,7.730000019073486,7.300000190734863,7.53000020980835,5.5802903175354,1424620,8.582500457763672,,
2000-10-09,7.449999809265137,7.550000190734863,7.25,7.315000057220459,5.420958995819092,135400,7.53000020980835,,
2000-10-10,7.34499979019165,7.400000095367432,6.949999809265137,7.005000114440918,5.191225528717041,124860,7.53000020980835,,
2000-10-11,7.0,7.900000095367432,6.900000095367432,7.695000171661377,5.702567100524902,105260,7.53000020980835,,
2000-10-12,7.262499809265137,8.199999809265137,7.262499809265137,7.8125,5.789643287658691,216240,7.53000020980835,,
2000-10-13,7.559999942779541,7.744999885559082,7.349999904632568,7.425000190734863,5.502476692199707,107120,7.53000020980835,,
2000-10-16,7.25,7.900000095367432,7.25,7.639999866485596,5.661808490753174,115000,7.425000190734863,,
2000-10-17,7.650000095367432,7.652500152587891,7.462500095367432,7.53249979019165,5.582141876220703,66260,7.425000190734863,,
2000-10-18,7.5,7.695000171661377,7.5,7.59499979019165,5.628459453582764,23400,7.425000190734863,,
2000-10-19,7.005000114440918,7.699999809265137,7.005000114440918,7.699999809265137,5.706273078918457,51840,7.425000190734863,,
2000-10-20,7.449999809265137,8.932499885559082,7.400000095367432,8.880000114440918,6.580739974975586,162420,7.425000190734863,,
2000-10-23,8.550000190734863,8.75,7.949999809265137,8.204999923706055,6.080514430999756,392340,8.880000114440918,,
2000-10-24,8.012499809265137,8.857500076293945,8.012499809265137,8.697500228881836,6.445494174957275,132180,8.880000114440918,,
2000-10-25,8.75,8.975000381469727,8.399999618530273,8.572500228881836,6.352859020233154,255900,8.880000114440918,,
2000-10-26,8.0024995803833,8.699999809265137,8.0024995803833,8.5649995803833,6.347301006317139,6820,8.880000114440918,,
2000-10-27,8.717499732971191,8.890000343322754,8.399999618530273,8.484999656677246,6.288015365600586,17940,8.880000114440918,,
2000-10-30,8.694999694824219,8.694999694824219,8.5,8.512499809265137,6.308394908905029,22280,8.484999656677246,,
2000-10-31,8.5,8.5,8.005000114440918,8.229999542236328,6.099040508270264,60660,8.484999656677246,,
2000-11-01,8.545000076293945,8.545000076293945,8.300000190734863,8.515000343322754,6.310248851776123,19340,8.484999656677246,,
2000-11-02,8.350000381469727,8.5,8.300000190734863,8.414999961853027,6.236140251159668,18540,8.484999656677246,,
2000-11-03,8.399999618530273,8.75,8.25,8.632499694824219,6.397324085235596,187620,8.484999656677246,,
2000-11-06,8.800000190734863,10.012499809265137,8.755000114440918,8.904999732971191,6.599267482757568,388400,8.632499694824219,,
2000-11-07,8.800000190734863,9.337499618530272,8.399999618530273,8.512499809265137,6.308394908905029,350000,8.632499694824219,,
2000-11-08,8.949999809265137,9.0,8.5,8.614999771118164,6.384357929229736,184820,8.632499694824219,,
2000-11-09,8.5,8.5,7.929999828338623,7.954999923706055,5.895246982574463,544980,8.632499694824219,,
2000-11-10,7.900000095367432,8.199999809265137,7.554999828338623,7.612500190734863,5.641427993774414,559980,8.632499694824219,,
2000-11-13,7.554999828338623,7.835000038146973,7.355000019073486,7.65500020980835,5.672922611236572,393740,7.612500190734863,,
2000-11-14,7.599999904632568,7.875,7.53000020980835,7.699999809265137,5.706273078918457,414260,7.612500190734863,,
