Date,Open,High,Low,Close,Adj Close,Volume,Monthly,60ma,extent_of_fall
1996-01-02,25.396808624267575,25.505807876586918,25.06981086730957,25.505807876586918,9.447299003601074,9174,,,
1996-01-03,25.505807876586918,25.505807876586918,25.505807876586918,25.505807876586918,9.447299003601074,0,,,
1996-01-04,24.63381576538086,25.178810119628903,24.63381576538086,25.124311447143555,9.305994033813477,1834,,,
1996-01-05,25.17336082458496,25.178810119628903,25.17336082458496,25.178810119628903,9.326179504394531,2293,,,
1996-01-08,25.178810119628903,25.06981086730957,24.524816513061523,25.06981086730957,9.285806655883787,5963,,,
1996-01-09,25.06981086730957,23.434823989868164,22.56282997131348,22.568279266357425,8.359243392944336,3211,,,
1996-01-10,22.889827728271484,24.74281311035156,22.889827728271484,24.74281311035156,9.164688110351562,4587,,,
1996-01-11,24.74281311035156,26.813798904418945,24.74281311035156,26.3778018951416,9.77028465270996,6422,,,
1996-01-12,26.3778018951416,28.339786529541016,26.92279815673828,27.24979591369629,10.093268394470217,5963,,,
1996-01-15,27.24979591369629,29.97477531433105,27.24979591369629,29.97477531433105,11.1025972366333,11467,,,
1996-01-16,29.97477531433105,30.79226875305176,29.97477531433105,30.121923446655277,11.157099723815918,5963,,,
1996-01-17,29.211780548095703,31.06476783752441,28.88478279113769,29.647777557373047,10.981477737426758,15137,,,
1996-01-18,29.647777557373047,29.97477531433105,27.794790267944336,28.23078727722168,10.456623077392578,10091,,,
1996-01-19,28.23078727722168,29.42977905273437,27.958290100097656,29.3643798828125,10.876507759094238,148166,,,
1996-01-22,29.3643798828125,29.42977905273437,28.666784286499023,28.666784286499023,10.618118286132812,560095,,,
1996-01-23,28.666784286499023,29.724077224731445,28.067289352416992,28.067289352416992,10.39606475830078,99083,,,
1996-01-24,28.067289352416992,27.794790267944336,27.65854263305664,27.65854263305664,10.244665145874023,91743,,,
1996-01-25,27.65854263305664,27.467792510986328,26.595800399780277,26.92279815673828,9.97214698791504,11009,,,
1996-01-26,26.92279815673828,26.92279815673828,26.92279815673828,26.92279815673828,9.97214698791504,0,,,
1996-01-29,26.70479965209961,27.140796661376957,26.70479965209961,27.140796661376957,10.052896499633787,3669,,,
1996-01-30,27.140796661376957,27.413293838500977,27.031797409057617,27.031797409057617,10.01252269744873,5045,,,
1996-01-31,27.031797409057617,27.24979591369629,27.031797409057617,27.24979591369629,10.093268394470217,2293,27.24979591369629,,
1996-02-01,27.26069450378418,27.26069450378418,27.26069450378418,27.26069450378418,10.09730339050293,458,27.24979591369629,,
1996-02-02,27.26069450378418,27.467792510986328,27.467792510986328,27.467792510986328,10.1740140914917,458,27.24979591369629,,
1996-02-05,27.467792510986328,29.64232635498047,29.62052726745605,29.62052726745605,10.97138214111328,2293,27.24979591369629,,
1996-02-06,29.62052726745605,29.67502784729004,29.67502784729004,29.67502784729004,10.991569519042969,458,27.24979591369629,,
1996-02-07,29.67502784729004,27.794790267944336,27.794790267944336,27.794790267944336,10.29513454437256,458,27.24979591369629,,
1996-02-08,27.794790267944336,27.794790267944336,27.794790267944336,27.794790267944336,10.29513454437256,0,27.24979591369629,,
1996-02-09,27.794790267944336,27.794790267944336,27.24979591369629,27.24979591369629,10.093268394470217,5504,27.24979591369629,,
1996-02-12,27.24979591369629,27.24979591369629,27.24979591369629,27.24979591369629,10.093268394470217,0,27.24979591369629,,
1996-02-13,27.24979591369629,29.86577606201172,27.24979591369629,28.612285614013672,10.59793186187744,4128,27.24979591369629,,
1996-02-14,28.612285614013672,31.337263107299805,30.51977157592773,31.06476783752441,11.506327629089355,6880,27.24979591369629,,
1996-02-15,31.06476783752441,31.06476783752441,30.737768173217773,30.84676742553711,11.425580024719238,3669,27.24979591369629,,
1996-02-16,30.089223861694336,30.51977157592773,30.08377456665039,30.51977157592773,11.304462432861328,3211,27.24979591369629,,
1996-02-19,30.51977157592773,30.51977157592773,30.51977157592773,30.51977157592773,11.304462432861328,7339,27.24979591369629,,
1996-02-20,30.51977157592773,31.827760696411133,30.51977157592773,31.47896385192871,11.659746170043944,11009,27.24979591369629,,
1996-02-21,31.47896385192871,31.47896385192871,31.47896385192871,31.47896385192871,11.659746170043944,0,27.24979591369629,,
1996-02-22,30.51977157592773,31.72421264648437,30.51977157592773,31.72421264648437,11.750582695007324,6880,27.24979591369629,,
1996-02-23,31.60976219177246,32.80875396728516,31.60976219177246,32.618003845214844,12.081642150878906,195414,27.24979591369629,,
1996-02-26,32.618003845214844,33.78974533081055,32.705204010009766,32.77605438232422,12.140183448791504,6422,27.24979591369629,,
1996-02-27,32.77605438232422,32.91230392456055,32.15475845336914,32.15475845336914,11.910056114196776,4587,27.24979591369629,,
1996-02-28,31.47896385192871,32.69975280761719,31.47896385192871,32.209259033203125,11.93024444580078,10550,27.24979591369629,,
1996-02-29,32.12751007080078,32.15475845336914,32.12751007080078,32.15475845336914,11.910056114196776,24312,32.15475845336914,,
1996-03-01,32.15475845336914,32.69975280761719,32.15475845336914,32.43270492553711,12.013006210327148,47706,32.15475845336914,,
1996-03-04,32.43270492553711,33.2447509765625,32.04575729370117,32.83055114746094,12.160370826721191,36697,32.15475845336914,,
1996-03-05,32.83055114746094,32.83055114746094,32.83055114746094,32.83055114746094,12.160370826721191,0,32.15475845336914,,
1996-03-06,32.83055114746094,32.69975280761719,32.26375961303711,32.69975280761719,12.11192226409912,327066,32.15475845336914,,
1996-03-07,32.69975280761719,32.80875396728516,31.620662689208984,32.69975280761719,12.11192226409912,247249,32.15475845336914,,
1996-03-08,31.60976219177246,32.7815055847168,31.60976219177246,32.69975280761719,12.11192226409912,38073,32.15475845336914,,
